sku_id,particulars,item_type,item_group,sub_group,uom,sale_group,gst
1,0m24-carnival chana pouch 250 gm sample digital,pm,packaging,pouch roll,0.000,pm,0.180
2,4 pet wooden box with lid hamper,fg,festive hampers,gifting,0.400,va,0.180
3,banana flavour (241114) natural,rm,seasoning,seasoning,1.000,bulk,0.180
4,barbeque flavour,rm,seasoning,seasoning,1.000,bulk,0.180
5,blackpepper seasoning blend,rm,seasoning,seasoning,1.000,bulk,0.180
6,black pepper topnote liquid,rm,seasoning,seasoning,1.000,bulk,0.180
7,brahmi extract,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
8,caramel sweet popcorn flavour,rm,seasoning,seasoning,1.000,bulk,0.180
9,celebration sleek box 300gm,fg,festive hampers,gifting,0.300,va,0.180
10,chilli garlic flavour,rm,seasoning,seasoning,1.000,bulk,0.180
11,chocolate flavour,rm,seasoning,seasoning,1.000,bulk,0.180
12,chocolate flavour 170522,rm,seasoning,seasoning,1.000,bulk,0.180
13,cinnamon flavour,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
14,citric acid,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
15,classic wooden box 480gm,fg,festive hampers,gifting,0.480,va,0.180
16,cocoa butter,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
17,cocoa powder,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
18,coffee ext aqu alc - 4010000239,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
19,coffee flavour,rm,seasoning,seasoning,1.000,bulk,0.180
20,compound [strawberry flvours],rm,miscellaneous - rm,other misc,1.000,bulk,0.180
21,cranberry flavour 280619,rm,seasoning,seasoning,1.000,bulk,0.180
22,extra cheese label - tpl,pm,packaging,label,0.000,pm,0.180
23,garlic liquid - 4010003414,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
24,glues / gum,pm,packaging,pm,0.000,pm,0.180
25,glycerin,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
26,glycerol monostearate (gms) powder,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
27,gour gum,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
28,green chilli ( 4010000169 ),rm,seasoning,seasoning,1.000,bulk,0.180
29,green tea extract,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
30,grey carry all basket hamper,fg,festive hampers,gifting,0.555,va,0.180
31,hemp seed oil,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
32,instant coffee powder,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
33,jute floppy bag hamper,fg,festive hampers,gifting,0.960,va,0.180
34,kerry artificial cheese flavor - tpl,rm,tajir,tajir - other,1.000,bulk,0.180
35,kerry n&a butter flavour - tpl,rm,seasoning,seasoning,1.000,bulk,0.180
36,leaf green 500 gm,rm,miscellaneous - rm,other misc,0.500,bulk,0.180
37,lemon pickle,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
38,maggi masala flavours,rm,seasoning,seasoning,1.000,bulk,0.180
39,maltitol liquid,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
40,mango flavour 291018,rm,seasoning,seasoning,1.000,bulk,0.180
41,mdf premium medjoul dates box 18 pcs,fg,festive hampers,gifting,0.540,va,0.180
42,mint chutney flavour 1,rm,seasoning,seasoning,1.000,bulk,0.180
43,mint chutney flavour 2,rm,seasoning,seasoning,1.000,bulk,0.180
44,misc packing material,pm,packaging,pm,0.000,pm,0.180
45,modified starch- crispytec,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
46,moringa extract,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
47,mould  & design plate for pm,pm,packaging,mould,0.000,pm,0.180
48,nasure 19,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
49,natural pineapple falvour 170914,rm,seasoning,seasoning,1.000,bulk,0.180
50,natural red colour - tpl,rm,tajir,tajir - other,1.000,bulk,0.180
51,nealsoya 16-b,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
52,nitrogen f grade,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
53,nuts cutter,pm,packaging,pm,0.000,pm,0.180
54,orange flavour 220509,rm,seasoning,seasoning,1.000,bulk,0.180
55,orange supreme oil flavour,rm,seasoning,seasoning,1.000,bulk,0.180
56,orange zest liquid extract,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
57,other scrap,rm,miscellaneous - rm,off-grade misc,1.000,bulk,0.180
58,peri peri liquid,rm,seasoning,seasoning,1.000,bulk,0.180
59,peri peri liquid - 4010003520,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
60,pickwick 300g roll jar,rm,miscellaneous - rm,other misc,0.300,bulk,0.180
61,pickwick hollow wafer stick,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
62,pickwick plain wafers,rm,miscellaneous - rm,other misc,1.000,bulk,0.180
63,pm24-1000 ml oval container-habit dates (white jar with white colour lid). 900 gm,pm,packaging,tub,0.000,pm,0.180
64,pm24-100 gm glass bottle-medium sized 100 gm,pm,packaging,glass bottle,0.000,pm,0.180
65,pm24-100gm pet-53mm neck with cap & iw,pm,packaging,pet,0.000,pm,0.180
66,pm24-100 ml yenki jar bottle 100 gm,pm,packaging,glass bottle,0.000,pm,0.180
67,pm24-100ml yenki jar bottle top 100 gm,pm,packaging,glass cap,0.000,pm,0.180
68,pm24-100 mm ro caps reliance pgp 1 kg,pm,packaging,cap,0.000,pm,0.180
69,pm24-100mm silver cap for glass jar reliance rgp 1 kg,pm,packaging,cap,0.000,pm,0.180
70,pm24-100mm x 100mm plain 1000 label,pm,packaging,label,0.000,pm,0.180
71,"pm24-100mm x 50mm 1000l 1 core, choromo veg logo 500 units",pm,packaging,label,0.000,pm,0.180
72,pm24- 100x100mm-chromo labels -plain veg mark,pm,packaging,label,0.000,pm,0.180
73,pm24- 100x100mm-chromo labels -veg logo with candor print (without address),pm,packaging,label,0.000,pm,0.180
74,pm24-10kg candor print ld pouch (18.5x26) 10 kg,pm,packaging,pouch,0.000,pm,0.180
75,pm24-10x12 plain pouch 1000 gm,pm,packaging,pouch,0.000,pm,0.180
76,pm24-12 dates printed box 12 pc,pm,packaging,pm,0.000,pm,0.180
77,pm24-12 pc cavity printed box 500 gm,pm,packaging,box,0.000,pm,0.180
78,"pm24-13""ct 303 shrink film ( for 500 gm) cryovac® brand, 11/12 micron-1900 mtr. 500 gm",pm,packaging,shrink film,0.000,pm,0.180
79,"pm 24-15"" ct 303 shrink film , 11/12 micron-1900 mtr",pm,packaging,shrink film,0.000,pm,0.180
80,"pm24-16"" ct 303 shrink film, cryovac® brand (11/12) micron-1900 mtr. 1000 gm",pm,packaging,shrink film,0.000,pm,0.180
81,pm24-18 dates sticker,pm,packaging,label,0.000,pm,0.180
82,"pm24-20"" ct 303 shrink film (11/12) micron 1000 gm",pm,packaging,shrink film,0.000,pm,0.180
83,pm24-20 cavity blister,pm,packaging,tub bottom,0.000,pm,0.180
84,pm24-21 gm date bite blister,pm,packaging,blister,0.000,pm,0.180
85,pm24-(21o pet) top with black cap 150 gm,pm,packaging,pet,0.000,pm,0.180
86,pm24-22 x 30 ld liner -375 guage 2000 gm,pm,packaging,liner,0.000,pm,0.180
87,pm24-22 x 30 ld liner -375 guage 20 kg,pm,packaging,pm,0.000,pm,0.180
88,pm24-24x36 pp woven bag blue,pm,packaging,gooni,0.000,pm,0.180
89,pm24-24x36 pp woven bag brown,pm,packaging,gooni,0.000,pm,0.180
90,pm24-24 x 36 pp woven bag yellow,pm,packaging,gooni,0.000,pm,0.180
91,"pm24-25""ct 303 shrink film",pm,packaging,shrink film,0.000,pm,0.180
92,pm24-300 dia two pc tin cans with easy peei off + plastic lid 50 gm,pm,packaging,tin,0.000,pm,0.180
93,pm24-32x48 pp polythene liner bag 50 kg,pm,packaging,liner,0.000,pm,0.180
94,pm24-350 ml bottle matki 350 ml,pm,packaging,glass bottle,0.000,pm,0.180
95,pm24-38x38 label,pm,packaging,label,0.000,pm,0.180
96,pm24-3d transparent pouch 250 gm,pm,packaging,pouch,0.000,pm,0.180
97,pm24-48x31 white liner bag,pm,packaging,liner,0.000,pm,0.180
98,pm24-48x32 pp polythene liner bag 5 kg,pm,packaging,liner,0.000,pm,0.180
99,pm24-500 gm blister top/bottom 500 gm,pm,packaging,blister,0.000,pm,0.180
100,pm24-500 ml oval transparent container with lid-dates 350/400 gm,pm,packaging,tub,0.000,pm,0.180
101,pm24-500 ml sqaure pet-73 mm neck with trans cap & wad square bottle 250 gm,pm,packaging,pet,0.000,pm,0.180
102,pm24-50mm x 25mm 2ac chromo label 300 mt,pm,packaging,label,0.000,pm,0.180
103,pm24- 50x25mm-chromo labels -plain,pm,packaging,label,0.000,pm,0.180
104,pm24-5 grain cereal granola (standy pouch) 300 gm digital dark chocolate,pm,packaging,pouch roll,0.000,pm,0.180
105,pm24-5 grain cereal original (standy pouch) 300 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
106,"pm24-5 grain cereal printed cup pp, 5 grain cereal 50g-original 50 gm",pm,packaging,cup,0.000,pm,0.180
107,"pm24-5 grain choclate cereal printed cup pp, 5 grain cereal 50g-dark chocolate 50 gm",pm,packaging,cup,0.000,pm,0.180
108,pm24-5 kg printed ld pouch (14.25x18x325) 5 kg,pm,packaging,pouch,0.000,pm,0.180
109,pm24-5 partition season greeting corrogation box big red 800 gm,pm,packaging,hamper-box,0.000,pm,0.180
110,pm24-600ml tub with container lid and handle 250 gm,pm,packaging,tub,0.000,pm,0.180
111,pm24-63 mm golden cap 350 ml,pm,packaging,cap,0.000,pm,0.180
112,pm24-700 ml round pet-73 mm neck-with trans cap & wad square bottle 400 gm,pm,packaging,pet,0.000,pm,0.180
113,pm24-70 mm x30 mm matt inkjet,pm,packaging,label,0.000,pm,0.180
114,pm24-70mm x 80mm x 1 ac chromo labels 500 per label roll 250 gm,pm,packaging,label,0.000,pm,0.180
115,pm24-82 mm ro caps reliance pgp 500 gm aluminum,pm,packaging,cap,0.000,pm,0.180
116,pm24-83mm round pet jar 1100 ml cap pet with wad 500 gm,pm,packaging,pet,0.000,pm,0.180
117,pm24-8 dates printed box 500 gm,pm,packaging,box,0.000,pm,0.180
118,pm24-abjosh manuka pouch 100 gm,pm,packaging,pouch,0.000,pm,0.180
119,pm24-acrylic stand for display 100 gm,pm,packaging,stand,0.000,pm,0.180
120,pm24-ahlan dark chocolate dates pouch 13 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
121,pm24-ahlan milk chocolate dates pouch 13 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
122,pm24-ahlan white chocolate dates pouch 13 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
123,pm24-airbag bubble roll,pm,packaging,roll,0.000,pm,0.180
124,pm24-airbag pillow 200mm 50 gsm 100 gm,pm,packaging,roll,0.000,pm,0.180
125,pm24-airbag pillow 400mm 70 gsm 100 gm,pm,packaging,roll,0.000,pm,0.180
126,pm24-ajfan barbeque trail mix nuts composite tin 100 gm,pm,packaging,tin,0.000,pm,0.180
127,pm24-ajfan caramel & himayan salted trail mix nuts composite tin 100 gm,pm,packaging,tin,0.000,pm,0.180
128,pm24-ajfan premium kimia dates-500gm 700 ml rct tub with purple lid transparent 500 gm,pm,packaging,tub,0.000,pm,0.180
129,pm24-ajfan roasted & salted trail mix nuts composite tin 100 gm,pm,packaging,tin,0.000,pm,0.180
130,pm24-al barakah ajwa dates pouch-190mm x 115 mm-sample pouch 50 gm,pm,packaging,pouch,0.000,pm,0.180
131,pm24-al barakah date powder pouch 250gm,pm,packaging,pouch,0.000,pm,0.180
132,pm24-al barakah fard dates pouch (185 x 235 mm) 500 gm,pm,packaging,pouch,0.000,pm,0.180
133,pm24-al barakah fard delight dates 500 gm pouch digital,pm,packaging,pouch roll,0.000,pm,0.180
134,pm24-al barakah golden date pouch 500 gm,pm,packaging,pouch,0.000,pm,0.180
135,pm24-al barakah khalas dates 500 gm pouch digital,pm,packaging,pouch roll,0.000,pm,0.180
136,pm24-al barakah khalas dates pouch (185 x 235 mm) 500 gm,pm,packaging,pouch,0.000,pm,0.180
137,pm24-al barakah khalas dates pouch-sample pouch 30 gm,pm,packaging,pouch,0.000,pm,0.180
138,pm24-al barakah khneize dates pouch-(185 x 235 mm) 500 gm,pm,packaging,pouch,0.000,pm,0.180
139,pm24-al barakah khneize dates pouch-3 dates-190mm x 115 mm-sample pouch 50 gm,pm,packaging,pouch,0.000,pm,0.180
140,pm24-al barakah kimia dates top 500 gm,pm,packaging,top,0.000,pm,0.180
141,pm24-al barakah kimia dates tub 700ml-square container 500 gm,pm,packaging,tub,0.000,pm,0.180
142,pm24-al barakah kimia dates tub 700ml-square container (halal logo) 500 gm,pm,packaging,tub,0.000,pm,0.180
143,pm24-al barakah medjoul dates top 500 gm,pm,packaging,top,0.000,pm,0.180
144,pm24-al barakah oman date pouch 500 gm,pm,packaging,pouch,0.000,pm,0.180
145,pm24-al barakah oman dates pouch 1kg,pm,packaging,pouch,0.000,pm,0.180
146,pm24-al barakah premium seedless dates pouch 500 gm,pm,packaging,pouch,0.000,pm,0.180
147,pm24-al barakah safawi dates pouch 500 gm,pm,packaging,pouch,0.000,pm,0.180
148,pm24-al barakah safawi dates-sample pouch 30 gm,pm,packaging,pouch,0.000,pm,0.180
149,pm24-al barakah (seeded) kalmi dates top 400 gm,pm,packaging,top,0.000,pm,0.180
150,pm24-al barakakh kimia dates 500 gm pouch digital,pm,packaging,pouch roll,0.000,pm,0.180
151,pm24-al barakha arabian dates pouch 400gm,pm,packaging,pouch,0.000,pm,0.180
152,pm24-all is well choco crunch bar 30 gm pouch digital,pm,packaging,pouch roll,0.000,pm,0.180
153,pm24-all is well coffee bites 10 gm pouch digital,pm,packaging,pouch roll,0.000,pm,0.180
154,pm24-all is well coffee bites 60 gm triangular monocarton,pm,packaging,monocarton,0.000,pm,0.180
155,pm24-all is well fig and dates bar 30 gm pouch digital,pm,packaging,pouch roll,0.000,pm,0.180
156,pm24-all is well hazelnut bar 30 gm pouch digital,pm,packaging,pouch roll,0.000,pm,0.180
157,pm24-all is well oats and aprictos bar 30 gm pouch digital,pm,packaging,pouch roll,0.000,pm,0.180
158,pm24- almonds stand up pouch,pm,packaging,pouch,0.000,pm,0.180
159,pm24-alpina bbq peanut pouch 200 gm,pm,packaging,pouch,0.000,pm,0.180
160,pm24-alpina honey peanut pouch 200 gm,pm,packaging,pouch,0.000,pm,0.180
161,pm24-aluminum seal big 430 ml,pm,packaging,aluminum seal,0.000,pm,0.180
162,pm24-aluminum seal big 800 ml,pm,packaging,aluminum seal,0.000,pm,0.180
163,pm24-aluminum seal small 180 gm,pm,packaging,aluminum seal,0.000,pm,0.180
164,"pm24-amazon brand-kitchen cheer nuts, berries and seed mix | 200g pouch",pm,packaging,pouch,0.000,pm,0.180
165,"pm24-amazon brand-kitchen cheer nuts, berries mix | 200g pouch",pm,packaging,pouch,0.000,pm,0.180
166,"pm24-amazon brand-kitchen cheer nuts, dry fruit nut mix | 200g pouch",pm,packaging,pouch,0.000,pm,0.180
167,"pm24-amazon brand-kitchen cheer nuts, seed mix | 200g pouch",pm,packaging,pouch,0.000,pm,0.180
168,pm24-amazon prime bopp tape (72 mm x 65 mtr) 42 mic - new,pm,packaging,tape,0.000,pm,0.180
169,pm24-amery dates carton label 8000 gm,pm,packaging,label,0.000,pm,0.180
170,pm24-anjeer 250 gm,pm,packaging,blister,0.000,pm,0.180
171,pm24-anjeer 300 gm,pm,packaging,blister,0.000,pm,0.180
172,pm24-anjeer large premium 250 gm,pm,packaging,blister,0.000,pm,0.180
173,pm24-apollo standy dates pouch 500 gm,pm,packaging,pouch,0.000,pm,0.180
174,pm24-apricot bottom 250 gm,pm,packaging,bottom,0.000,pm,0.180
175,pm24-arabian dates ajwa dates top 500 gm,pm,packaging,top,0.000,pm,0.180
176,pm24-arabian dates ameri dates top 500 gm,pm,packaging,top,0.000,pm,0.180
177,pm24-arabian dates deglet dates top 500 gm,pm,packaging,top,0.000,pm,0.180
178,pm24-arabian dates fardh dates 500 gm,pm,packaging,pm,0.000,pm,0.180
179,pm24-arabian dates khidri dates 500 gm,pm,packaging,pm,0.000,pm,0.180
180,pm24-arabian dates mabroom dates top 500 gm,pm,packaging,top,0.000,pm,0.180
181,pm24-arabian dates mazafati dates 500 gm,pm,packaging,pm,0.000,pm,0.180
182,pm24-arabian dates rabia dates top 500 gm,pm,packaging,top,0.000,pm,0.180
183,pm24-arabian dates safavi dates top 500 gm,pm,packaging,top,0.000,pm,0.180
184,pm24-arabian dates segai dates 500 gm,pm,packaging,pm,0.000,pm,0.180
185,pm24-arabian dates sukkari dates top 500 gm,pm,packaging,top,0.000,pm,0.180
186,pm24-australia macadamia dark chocolate clusters  pouch,pm,packaging,pouch,0.000,pm,0.180
187,pm24-australia macadamia honey roast pouch,pm,packaging,pouch,0.000,pm,0.180
188,pm24-australia macadamia milk chocolate clusters  pouch,pm,packaging,pouch,0.000,pm,0.180
189,pm24-australia macadamia sweet chilli  pouch,pm,packaging,pouch,0.000,pm,0.180
190,pm24-azmah pouch 500 gm,pm,packaging,pouch,0.000,pm,0.180
191,pm24-azmah pouches 500 gm (bop khandar),pm,packaging,pouch,0.000,pm,0.180
192,pm24-bag 12/19/30 x 350 plastic bags plain / printed 350 gm,pm,packaging,liner,0.000,pm,0.180
193,pm24-baps choco crunch bar pouch 30 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
194,pm24-baps choco crunch energy bar monocarton 180 gm,pm,packaging,monocarton,0.000,pm,0.180
195,pm24-baps-choco crunch energy bar pouch 30 gm,pm,packaging,pouch,0.000,pm,0.180
196,pm24-baps-choco crunch-roll digital,pm,packaging,pouch roll,0.000,pm,0.180
197,pm24-baps fig and date bar pouch 30 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
198,pm24-baps fig and date energy bar monocarton 180 gm,pm,packaging,monocarton,0.000,pm,0.180
199,pm24-baps fig and date energy bar pouch 30 gm,pm,packaging,pouch,0.000,pm,0.180
200,pm24-baps hazelnut magic bar pouch 30 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
201,pm24-baps hazelnut magic energy bar monocarton 180 gm,pm,packaging,monocarton,0.000,pm,0.180
202,pm24-baps-hazelnut magic energy bar pouch 30 gm,pm,packaging,pouch,0.000,pm,0.180
203,pm24-baps oats and apricot bar pouch 30 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
204,pm24-baps-oats and apricot energy bar pouch 30 gm,pm,packaging,pouch,0.000,pm,0.180
205,pm24-baps oats & apricot energy bar monocarton 180 gm,pm,packaging,monocarton,0.000,pm,0.180
206,pm24-bar candor roll,pm,packaging,roll,0.000,pm,0.180
207,pm24-bb royal ajwa dates 250 gm tub,pm,packaging,tub,0.000,pm,0.180
208,pm24-bb royal ajwa dates back label 500 gm,pm,packaging,label,0.000,pm,0.180
209,pm24-bb royal ajwa dates tub 500 gm,pm,packaging,tub,0.000,pm,0.180
210,pm24-bb royal black carton label 8000 gm,pm,packaging,label,0.000,pm,0.180
211,pm24-bb royal black currant label 100 gm,pm,packaging,label,0.000,pm,0.180
212,pm24-bb royal black currant label 250 gm f800 /b930 /r770,pm,packaging,label,0.000,pm,0.180
213,pm24-bb royal blueberris label 100 gm,pm,packaging,label,0.000,pm,0.180
214,pm24-bb royal blueberry set label 250 gm f4000 /b2300 /r3100,pm,packaging,label,0.000,pm,0.180
215,pm24-bb royal blue carton label 8000 gm,pm,packaging,label,0.000,pm,0.180
216,pm24-bb royal mazafati dates 250 gm tub,pm,packaging,tub,0.000,pm,0.180
217,pm24-bb royal mazafati dates tub 250 gm,pm,packaging,tub,0.000,pm,0.180
218,pm24-bb royal mazafati dates tub 500 gm,pm,packaging,tub,0.000,pm,0.180
219,pm24-bb royal medjool dates front label 500 gm,pm,packaging,label,0.000,pm,0.180
220,pm24-bb royal medjool dates tub 250 gm,pm,packaging,tub,0.000,pm,0.180
221,pm24-bb royal medjool dates tub 500 gm,pm,packaging,tub,0.000,pm,0.180
222,pm24-bb royal omani dates tub 250 gm,pm,packaging,tub,0.000,pm,0.180
223,pm24-bb royal omani dates tub 500 gm,pm,packaging,tub,0.000,pm,0.180
224,pm24-bb royal safavi dates front label 500 gm,pm,packaging,label,0.000,pm,0.180
225,pm24-bb royal safavi dates tub 250 gm,pm,packaging,tub,0.000,pm,0.180
226,pm24-bb royal safavi dates tub 500 gm,pm,packaging,tub,0.000,pm,0.180
227,pm24-best farms 100g pouch -df-1,pm,packaging,pouch,0.000,pm,0.180
228,pm24-big basket-red dates pouch 250 gm,pm,packaging,pouch,0.000,pm,0.180
229,pm24-big basket-red dates pouch 500 gm,pm,packaging,pouch,0.000,pm,0.180
230,pm24-biospark hemp seeds barbeques monocarton 60 gm,pm,packaging,monocarton,0.000,pm,0.180
231,pm24-biospark hemp seeds barbeques pouch roll 20 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
232,pm24-biospark hemp seeds chilli garlic monocarton 60 gm,pm,packaging,monocarton,0.000,pm,0.180
233,pm24-biospark hemp seeds chilli garlic pouch roll 20 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
234,pm24-biospark hemp seeds lemon pickle monocarton 60 gm,pm,packaging,monocarton,0.000,pm,0.180
235,pm24-biospark hemp seeds lemon pickle pouch roll 20 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
236,pm24-biospark hemp seeds masala monocarton 60 gm,pm,packaging,monocarton,0.000,pm,0.180
237,pm24-biospark hemp seeds masala pouch roll 20 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
238,pm24-biospark hemp seeds mint monocarton 60 gm,pm,packaging,monocarton,0.000,pm,0.180
239,pm24-biospark hemp seeds mint pouch roll 20 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
240,pm24-biospark hemp seeds salted monocarton 60 gm,pm,packaging,monocarton,0.000,pm,0.180
241,pm24-biospark hemp seeds salted pouch roll 20 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
242,pm24-biospark hemp seeds tandoor monocarton 60 gm,pm,packaging,monocarton,0.000,pm,0.180
243,pm24-biospark hemp seeds tandoor pouch roll 20 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
244,pm24-biospark nutri barbites chocolate & oats monocarton 30 gm,pm,packaging,monocarton,0.000,pm,0.180
245,pm24-biospark nutri barbites chocolate & oats pouch roll 10 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
246,pm24-biospark nutri barbites dates & nuts monocarton 30 gm,pm,packaging,monocarton,0.000,pm,0.180
247,pm24-biospark nutri barbites dates & nuts pouch roll 10 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
248,pm24-black clip 250 gm,pm,packaging,clip,0.000,pm,0.180
249,pm24-black diamond /6 dates transparnt top 250 gm,pm,packaging,blister,0.000,pm,0.180
250,pm24-black diamond blister 250 gm,pm,packaging,blister,0.000,pm,0.180
251,pm24-blueberries pouch (reliance-unbranded) 100 gm,pm,packaging,pouch,0.000,pm,0.180
252,pm24-blue laminate 180 mm 30 gm,pm,packaging,roll,0.000,pm,0.180
253,pm24-bopp adhesive tape,pm,packaging,tape,0.000,pm,0.180
254,"pm24-bopp adhesive tape 3"" x 55 mtr",pm,packaging,tape,0.000,pm,0.180
255,pm24-bopp adhesive tape 48 mm-23 micron-unprinted,pm,packaging,tape,0.000,pm,0.180
256,pm24-bopp adhesive tape printed ( 60 mm x 650 mtr ) for machine 500 gm,pm,packaging,tape,0.000,pm,0.180
257,pm24-brown pouch (origin)100 gm,pm,packaging,pouch,0.000,pm,0.180
258,pm24-buy one get one free label 500 gm,pm,packaging,label,0.000,pm,0.180
259,pm24-cafe coffee day nuts,pm,packaging,pouch,0.000,pm,0.180
260,pm24-cafe coffee day nuts & seeds snack bar pouch 30gm,pm,packaging,pouch,0.000,pm,0.180
261,pm24-cafe galleria dry fruit pouch 250 gm,pm,packaging,pouch,0.000,pm,0.180
262,pm24-cafe galleria dry fruit pouch 500 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
263,pm24-caffine rush laminated 180 mm 30 gm,pm,packaging,roll,0.000,pm,0.180
264,pm24-café galleria milan tub big set 500 gm,pm,packaging,tub,0.000,pm,0.180
265,pm24-candor pouch 5 kg 4 kg 5000 gm (d mart),pm,packaging,pouch,0.000,pm,0.180
266,pm24-candor tape printed 60 mm,pm,packaging,tape,0.000,pm,0.180
267,pm24 - carnival 4p box sleeve 360 gm,pm,packaging,sleeve,0.000,pm,0.180
268,pm24-carnival ajwa dates blister octagon set 400 gm,pm,packaging,blister,0.000,pm,0.180
269,pm24-carnival ajwa dates label back 400 gm,pm,packaging,label,0.000,pm,0.180
270,pm24-carnival almond label 100 gm,pm,packaging,label,0.000,pm,0.180
271,pm24-carnival almond pouch roll (cred) 250 gm,pm,packaging,pouch roll,0.000,pm,0.180
272,pm24-carnival almond roasted salted pouch 250 gm,pm,packaging,pouch,0.000,pm,0.180
273,pm24-carnival almonds pouch (150mm x 230mm) 250 gm,pm,packaging,pouch,0.000,pm,0.180
274,pm24-carnival anjeer blister 500 gm,pm,packaging,blister,0.000,pm,0.180
275,pm24-carnival anjeer butterfly blister set 300 gm,pm,packaging,blister,0.000,pm,0.180
276,pm24-carnival arabian dates pouch (160 x 240 mm) 350 gm,pm,packaging,pouch,0.000,pm,0.180
277,pm24-carnival barbeque cashew pouch 250 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
278,pm24-carnival barbeque (cred) pouch 30 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
279,pm24-carnival berry barbeque trail mix 200g pre printed pouch ( 150mm x 225mm ) 200 gm,pm,packaging,pouch,0.000,pm,0.180
280,pm24-carnival black raisin seedless indian pouch (150mm x 230mm) 200 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
281,pm24-carnival blueberry set 250 gm,pm,packaging,label,0.000,pm,0.180
282,pm24-carnival blue k seal standy pouch (pista pouch) 1000 gm,pm,packaging,pouch,0.000,pm,0.180
283,pm24-carnival blue pouch standee zipper pouch-135 x 185 mm 150 gm,pm,packaging,pouch,0.000,pm,0.180
284,pm24-carnival california almonds independence (cred) pouch 1 kg,pm,packaging,pouch,0.000,pm,0.180
285,pm24-carnival california pitted prunes 250 gm,pm,packaging,pouch,0.000,pm,0.180
286,pm24-carnival california roasted & salted pistachio with barcode 250/200 gm,pm,packaging,pouch,0.000,pm,0.180
287,pm24-carnival california roasted & salted pistachio without barcode 250/200 gm,pm,packaging,pouch,0.000,pm,0.180
288,pm24-carnival california walnut kernel (cred) monocarton 200 gm,pm,packaging,monocarton,0.000,pm,0.180
289,pm24-carnival cashew 320 pouch 1 kg,pm,packaging,pouch,0.000,pm,0.180
290,pm24-carnival cashew kani + tukda pouch 500 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
291,pm24-carnival cashewnut pouch (150mm x 230mm) 250 gm,pm,packaging,pouch,0.000,pm,0.180
292,pm24-carnival cashew roasted salted pouch 250 gm,pm,packaging,pouch,0.000,pm,0.180
293,pm24-carnival chatpata black raisin composite tin with tin lid (74mmx130mm) 200 gm,pm,packaging,tin,0.000,pm,0.180
294,pm24-carnival chatpata cranberry composite tin with tin lid (74mmx130mm) 200 gm,pm,packaging,tin,0.000,pm,0.180
295,pm24-carnival cheese cashew pouch 30 gm digital,pm,packaging,pouch roll,0.000,pm,0.180
296,pm24-carnival cheese makhana label 125 gm,pm,packaging,label,0.000,pm,0.180
297,pm24-carnival cheese makhana label 55 gm,pm,packaging,label,0.000,pm,0.180
298,pm24-carnival chia seeds 100 gm,pm,packaging,pouch,0.000,pm,0.180
299,pm24-carnival classic 100 gm roll,pm,packaging,roll,0.000,pm,0.180
300,pm24-carnival classic anjeer blister (small) 250 gm,pm,packaging,blister,0.000,pm,0.180
